id_ps,ps,level,faculty,year,current_students,next_year_students,current_students_lag1
75101,Magister Filsafat,S-2,Filsafat,2018,24.0,11.0,20.0
45101,Magister Fisika,S-2,MIPA,2018,47.0,40.0,55.0
54111,Magister Fitopatologi,S-2,Pertanian,2018,11.0,15.0,10.0
51101,Magister Geografi,S-2,Geografi,2018,32.0,31.0,30.0
74105,Magister Hukum Bisnis dan Kenegaraan,S-2,Hukum,2018,81.0,57.0,83.0
74104,Magister Hukum Kesehatan,S-2,Hukum,2018,7.0,6.0,16.0
74103,Magister Hukum Litigasi,S-2,Hukum,2018,21.0,23.0,35.0
63102,Magister Ilmu Administrasi Publik,S-2,ISIPOL,2018,78.0,86.0,65.0
11101,Magister Ilmu Biomedik,S-2,KKMK,2018,34.0,32.0,44.0
41103,Magister Ilmu dan Teknologi Pangan,S-2,Teknologi Pertanian,2018,51.0,37.0,41.0
48101,Magister Ilmu Farmasi,S-2,Farmasi,2018,50.0,19.0,75.0
54106,Magister Ilmu Hama Tanaman,S-2,Pertanian,2018,11.0,13.0,8.0
64101,Magister Ilmu Hubungan Internasional,S-2,ISIPOL,2018,27.0,26.0,27.0
74101,Magister Ilmu Hukum,S-2,Hukum,2018,37.0,43.0,41.0
74171,Magister Ilmu Hukum (Kampus Jakarta),S-2,Hukum,2018,129.0,113.0,102.0
12101,Magister Ilmu Kedokteran Gigi,S-2,Kedokteran Gigi,2018,22.0,5.0,8.0
12102,Magister Ilmu Kedokteran Gigi Klinis,S-2,Kedokteran Gigi,2018,13.0,5.0,8.0
11103,Magister Ilmu Kedokteran Klinis,S-2,KKMK,2018,48.0,80.0,39.0
11104,Magister Ilmu Kedokteran Tropis,S-2,KKMK,2018,10.0,8.0,15.0
54151,Magister Ilmu Kehutanan,S-2,Kehutanan,2018,32.0,37.0,43.0
13101,Magister Ilmu Kesehatan Masyarakat,S-2,KKMK,2018,169.0,163.0,212.0
55101,Magister Ilmu Komputer,S-2,MIPA,2018,45.0,58.0,63.0
70101,Magister Ilmu Komunikasi,S-2,ISIPOL,2018,64.0,76.0,86.0
95129,Magister Ilmu Lingkungan,S-2,Pascasarjana,2018,65.0,75.0,61.0
11109,Magister Ilmu Pendidikan Kedokteran dan Kesehatan,S-2,KKMK,2018,10.0,9.0,5.0
54146,Magister Ilmu Perikanan,S-2,Pertanian,2018,17.0,13.0,5.0
54131,Magister Ilmu Peternakan,S-2,Peternakan,2018,36.0,55.0,35.0
54105,Magister Ilmu Tanah,S-2,Pertanian,2018,15.0,23.0,10.0
95127,Magister Kajian Budaya dan Media,S-2,Pascasarjana,2018,34.0,37.0,45.0
95124,Magister Kajian Budaya Timur Tengah,S-2,Ilmu Budaya,2018,0.0,0.0,0.0
95104,Magister Kajian Pariwisata,S-2,Pascasarjana,2018,20.0,32.0,31.0
13163,Magister Kebijakan dan Manajemen Kesehatan,S-2,KKMK,2018,0.0,0.0,0.0
74102,Magister Kenotariatan,S-2,Hukum,2018,125.0,161.0,167.0
95107,Magister Kepemimpinan dan Inovasi Kebijakan (Magister Studi Kebijakan),S-2,Pascasarjana,2018,21.0,41.0,0.0
95102,Magister Kependudukan,S-2,Pascasarjana,2018,18.0,14.0,27.0
14101,Magister Keperawatan,S-2,KKMK,2018,50.0,30.0,48.0
95128,Magister Ketahanan Nasional,S-2,Pascasarjana,2018,52.0,33.0,48.0
47101,Magister Kimia,S-2,MIPA,2018,58.0,51.0,64.0
79102,Magister Linguistik,S-2,Ilmu Budaya,2018,76.0,51.0,76.0
61101,Magister Manajemen,S-2,Ekonomika dan Bisnis,2018,307.0,345.0,294.0
61171,Magister Manajemen (Kampus Jakarta),S-2,Ekonomika dan Bisnis,2018,371.0,430.0,391.0
54101,Magister Manajemen Agribisnis,S-2,Pertanian,2018,34.0,26.0,35.0
61104,Magister Manajemen Bencana,S-2,Pascasarjana,2018,14.0,10.0,20.0
63101,Magister Manajemen dan Kebijakan Publik,S-2,ISIPOL,2018,28.0,43.0,40.0
48105,Magister Manajemen Farmasi,S-2,Farmasi,2018,0.0,13.0,0.0
86105,Magister Manajemen Pendidikan Tinggi,S-2,Pascasarjana,2018,20.0,20.0,22.0
44101,Magister Matematika,S-2,MIPA,2018,46.0,37.0,64.0
86102,Magister Pembangunan Sosial dan Kesejahteraan,S-2,ISIPOL,2018,26.0,31.0,28.0
54107,Magister Pemuliaan Tanaman,S-2,Pertanian,2018,12.0,4.0,6.0
51111,Magister Penginderaan Jauh,S-2,Geografi,2018,15.0,14.0,23.0
95121,Magister Pengkajian Amerika,S-2,Ilmu Budaya,2018,19.0,25.0,19.0
91101,Magister Pengkajian Seni Pertunjukan dan Seni Rupa,S-2,Pascasarjana,2018,24.0,33.0,21.0
54103,Magister Penyuluhan dan Komunikasi Pembangunan,S-2,Pascasarjana,2018,10.0,19.0,23.0
95103,Magister Perencanaan Wilayah dan Kota,S-2,Teknik,2018,71.0,54.0,0.0
67101,Magister Politik dan Pemerintahan,S-2,ISIPOL,2018,23.0,32.0,53.0
73101,Magister Psikologi,S-2,Psikologi,2018,52.0,64.0,68.0
73103,Magister Psikologi Profesi,S-2,Psikologi,2018,122.0,98.0,101.0
35102,Magister Rancang Kota,S-2,Teknik,2018,0.0,0.0,0.0
62101,Magister Sains Akuntansi,S-2,Ekonomika dan Bisnis,2018,44.0,51.0,60.0
60101,Magister Sains Ilmu Ekonomi,S-2,Ekonomika dan Bisnis,2018,14.0,24.0,24.0
61102,Magister Sains Manajemen,S-2,Ekonomika dan Bisnis,2018,44.0,40.0,62.0
54162,Magister Sains Veteriner,S-2,Kedokteran Hewan,2018,31.0,34.0,48.0
79101,Magister Sastra,S-2,Ilmu Budaya,2018,59.0,59.0,53.0
80101,Magister Sejarah,S-2,Ilmu Budaya,2018,20.0,16.0,16.0
22102,Magister Sistem dan Teknik Transportasi,S-2,Teknik,2018,44.0,38.0,53.0
